"TIME","GEO","SEX","UNIT","Value"
"2010W16","Greece","Total","Number",":"
"2010W16","Spain","Total","Number","7,156"
"2010W16","France","Total","Number",":"
"2010W16","Croatia","Total","Number","1,024"
"2010W16","Italy","Total","Number",":"
"2010W16","Cyprus","Total","Number",":"
"2010W16","Latvia","Total","Number","616"
"2010W16","Lithuania","Total","Number","790"
"2010W16","Luxembourg","Total","Number","71"
"2010W16","Hungary","Total","Number","2,448"
"2010W16","Malta","Total","Number",":"
"2010W16","Netherlands","Total","Number","2,582"
"2010W16","Austria","Total","Number","1,442"
"2010W16","Poland","Total","Number","7,027"
"2010W16","Portugal","Total","Number","1,965"
"2010W16","Romania","Total","Number",":"
"2010W16","Slovenia","Total","Number","359"
"2010W16","Slovakia","Total","Number","1,044"
"2010W16","Finland","Total","Number","962"
"2010W16","Sweden","Total","Number","1,745"
"2010W16","Iceland","Total","Number","37"
"2010W16","Liechtenstein","Total","Number","4"
"2010W16","Norway","Total","Number","746"
"2010W16","Switzerland","Total","Number","1,205"
"2010W16","United Kingdom","Total","Number",":"
"2010W16","Montenegro","Total","Number","100"
"2010W16","Albania","Total","Number",":"
"2010W16","Serbia","Total","Number","1,935"
"2010W16","Andorra","Total","Number","2"
"2010W16","Armenia","Total","Number",":"
"2010W16","Georgia","Total","Number",":"
"2010W17","Belgium","Total","Number","1,956"
"2010W17","Bulgaria","Total","Number","2,111"
"2010W17","Czechia","Total","Number","2,084"
"2010W17","Denmark","Total","Number","1,022"
"2010W17","Germany (until 1990 former territory of the FRG)","Total","Number","16,356"
"2010W17","Estonia","Total","Number","316"
"2010W17","Ireland","Total","Number",":"
"2010W17","Greece","Total","Number",":"
"2010W17","Spain","Total","Number","7,228"
"2010W17","France","Total","Number",":"
"2010W17","Croatia","Total","Number","1,038"
"2010W17","Italy","Total","Number",":"
"2010W17","Cyprus","Total","Number",":"
"2010W17","Latvia","Total","Number","619"
"2010W17","Lithuania","Total","Number","829"
"2010W17","Luxembourg","Total","Number","67"
"2010W17","Hungary","Total","Number","2,480"
"2010W17","Malta","Total","Number",":"
"2010W17","Netherlands","Total","Number","2,570"
"2010W17","Austria","Total","Number","1,453"
"2010W17","Poland","Total","Number","7,243"
"2010W17","Portugal","Total","Number","1,961"
"2010W17","Romania","Total","Number",":"
"2010W17","Slovenia","Total","Number","408"
"2010W17","Slovakia","Total","Number","1,056"
"2010W17","Finland","Total","Number","1,017"
"2010W17","Sweden","Total","Number","1,720"
"2010W17","Iceland","Total","Number","40"
"2010W17","Liechtenstein","Total","Number","3"
"2010W17","Norway","Total","Number","757"
"2010W17","Switzerland","Total","Number","1,150"
"2010W17","United Kingdom","Total","Number",":"
"2010W17","Montenegro","Total","Number","121"
"2010W17","Albania","Total","Number",":"
"2010W17","Serbia","Total","Number","1,953"
"2010W17","Andorra","Total","Number","4"
"2010W17","Armenia","Total","Number",":"
"2010W17","Georgia","Total","Number",":"
"2010W18","Belgium","Total","Number","1,894"
"2010W18","Bulgaria","Total","Number","2,126"
"2010W18","Czechia","Total","Number","1,897"
"2010W18","Denmark","Total","Number","1,039"
"2010W18","Germany (until 1990 former territory of the FRG)","Total","Number","15,795"
"2010W18","Estonia","Total","Number","276"
"2010W18","Ireland","Total","Number",":"
"2010W18","Greece","Total","Number",":"
"2010W18","Spain","Total","Number","6,815"
"2010W18","France","Total","Number",":"
"2010W18","Croatia","Total","Number","920"
"2010W18","Italy","Total","Number",":"
"2010W18","Cyprus","Total","Number",":"
"2010W18","Latvia","Total","Number","492"
"2010W18","Lithuania","Total","Number","754"
"2010W18","Luxembourg","Total","Number","70"
"2010W18","Hungary","Total","Number","2,346"
"2010W18","Malta","Total","Number",":"
"2010W18","Netherlands","Total","Number","2,535"
"2010W18","Austria","Total","Number","1,446"
"2010W18","Poland","Total","Number","7,094"
"2010W18","Portugal","Total","Number","1,781"
"2010W18","Romania","Total","Number",":"
"2010W18","Slovenia","Total","Number","348"
"2010W18","Slovakia","Total","Number","992"
"2010W18","Finland","Total","Number","970"
"2010W18","Sweden","Total","Number","1,695"
"2010W18","Iceland","Total","Number","46"
"2010W18","Liechtenstein","Total","Number","4"
"2010W18","Norway","Total","Number","760"
"2010W18","Switzerland","Total","Number","1,143"
"2010W18","United Kingdom","Total","Number",":"
"2010W18","Montenegro","Total","Number","109"
"2010W18","Albania","Total","Number",":"
"2010W18","Serbia","Total","Number","1,975"
"2010W18","Andorra","Total","Number","5"
"2010W18","Armenia","Total","Number",":"
"2010W18","Georgia","Total","Number",":"
"2010W19","Belgium","Total","Number","1,967"
"2010W19","Bulgaria","Total","Number","2,104"
"2010W19","Czechia","Total","Number","1,904"
"2010W19","Denmark","Total","Number","1,005"
"2010W19","Germany (until 1990 former territory of the FRG)","Total","Number","15,778"
"2010W19","Estonia","Total","Number","339"
"2010W19","Ireland","Total","Number",":"
"2010W19","Greece","Total","Number",":"
"2010W19","Spain","Total","Number","6,884"
"2010W19","France","Total","Number",":"
"2010W19","Croatia","Total","Number","916"
"2010W19","Italy","Total","Number",":"
"2010W19","Cyprus","Total","Number",":"
"2010W19","Latvia","Total","Number","588"
"2010W19","Lithuania","Total","Number","842"
"2010W19","Luxembourg","Total","Number","78"
"2010W19","Hungary","Total","Number","2,268"
"2010W19","Malta","Total","Number",":"
"2010W19","Netherlands","Total","Number","2,691"
"2010W19","Austria","Total","Number","1,410"
"2010W19","Poland","Total","Number","6,826"
"2010W19","Portugal","Total","Number","1,802"
"2010W19","Romania","Total","Number",":"
"2010W19","Slovenia","Total","Number","348"
"2010W19","Slovakia","Total","Number","940"
"2010W19","Finland","Total","Number","961"
"2010W19","Sweden","Total","Number","1,647"
"2010W19","Iceland","Total","Number","47"
"2010W19","Liechtenstein","Total","Number","6"
"2010W19","Norway","Total","Number","785"
"2010W19","Switzerland","Total","Number","1,176"
"2010W19","United Kingdom","Total","Number",":"
"2010W19","Montenegro","Total","Number","116"
"2010W19","Albania","Total","Number",":"
"2010W19","Serbia","Total","Number","1,924"
"2010W19","Andorra","Total","Number","4"
"2010W19","Armenia","Total","Number",":"
"2010W19","Georgia","Total","Number",":"
"2010W20","Belgium","Total","Number","1,989"
"2010W20","Bulgaria","Total","Number","1,997"
"2010W20","Czechia","Total","Number","2,025"
"2010W20","Denmark","Total","Number","1,079"
"2010W20","Germany (until 1990 former territory of the FRG)","Total","Number","15,788"
"2010W20","Estonia","Total","Number","317"
"2010W20","Ireland","Total","Number",":"
"2010W20","Greece","Total","Number",":"
"2010W20","Spain","Total","Number","7,272"
"2010W20","France","Total","Number",":"
"2010W20","Croatia","Total","Number","968"
"2010W20","Italy","Total","Number",":"
"2010W20","Cyprus","Total","Number",":"
"2010W20","Latvia","Total","Number","595"
"2010W20","Lithuania","Total","Number","837"
"2010W20","Luxembourg","Total","Number","76"
"2010W20","Hungary","Total","Number","2,460"
"2010W20","Malta","Total","Number",":"
"2010W20","Netherlands","Total","Number","2,524"
"2010W20","Austria","Total","Number","1,388"
"2010W20","Poland","Total","Number","7,086"
"2010W20","Portugal","Total","Number","2,180"
"2010W20","Romania","Total","Number",":"
"2010W20","Slovenia","Total","Number","346"
"2010W20","Slovakia","Total","Number","1,008"
"2010W20","Finland","Total","Number","940"
"2010W20","Sweden","Total","Number","1,620"
"2010W20","Iceland","Total","Number","43"
"2010W20","Liechtenstein","Total","Number","0"
"2010W20","Norway","Total","Number","777"
"2010W20","Switzerland","Total","Number","1,190"
"2010W20","United Kingdom","Total","Number",":"
"2010W20","Montenegro","Total","Number","90"
"2010W20","Albania","Total","Number",":"
"2010W20","Serbia","Total","Number","1,978"
"2010W20","Andorra","Total","Number","6"
"2010W20","Armenia","Total","Number",":"
"2010W20","Georgia","Total","Number",":"
"2010W21","Belgium","Total","Number","1,886"
"2010W21","Bulgaria","Total","Number","2,167"
"2010W21","Czechia","Total","Number","1,964"
"2010W21","Denmark","Total","Number","960"
"2010W21","Germany (until 1990 former territory of the FRG)","Total","Number","16,029"
"2010W21","Estonia","Total","Number","255"
"2010W21","Ireland","Total","Number",":"
"2010W21","Greece","Total","Number",":"
"2010W21","Spain","Total","Number","7,159"
"2010W21","France","Total","Number",":"
"2010W21","Croatia","Total","Number","1,025"
"2010W21","Italy","Total","Number",":"
"2010W21","Cyprus","Total","Number",":"
"2010W21","Latvia","Total","Number","500"
"2010W21","Lithuania","Total","Number","734"
"2010W21","Luxembourg","Total","Number","75"
"2010W21","Hungary","Total","Number","2,516"
"2010W21","Malta","Total","Number",":"
"2010W21","Netherlands","Total","Number","2,488"
"2010W21","Austria","Total","Number","1,425"
"2010W21","Poland","Total","Number","7,108"
"2010W21","Portugal","Total","Number","1,812"
"2010W21","Romania","Total","Number",":"
"2010W21","Slovenia","Total","Number","329"
"2010W21","Slovakia","Total","Number","997"
"2010W21","Finland","Total","Number","896"
"2010W21","Sweden","Total","Number","1,615"
"2010W21","Iceland","Total","Number","37"
"2010W21","Liechtenstein","Total","Number","9"
"2010W21","Norway","Total","Number","710"
"2010W21","Switzerland","Total","Number","1,163"
"2010W21","United Kingdom","Total","Number",":"
"2010W21","Montenegro","Total","Number","82"
"2010W21","Albania","Total","Number",":"
"2010W21","Serbia","Total","Number","1,998"
"2010W21","Andorra","Total","Number","3"
"2010W21","Armenia","Total","Number",":"
"2010W21","Georgia","Total","Number",":"
"2010W22","Belgium","Total","Number","2,029"
"2010W22","Bulgaria","Total","Number","1,993"
"2010W22","Czechia","Total","Number","1,928"
"2010W22","Denmark","Total","Number","921"
"2010W22","Germany (until 1990 former territory of the FRG)","Total","Number","15,497"
"2010W22","Estonia","Total","Number","264"
"2010W22","Ireland","Total","Number",":"
"2010W22","Greece","Total","Number",":"
"2010W22","Spain","Total","Number","7,162"
"2010W22","France","Total","Number",":"
"2010W22","Croatia","Total","Number","920"
"2010W22","Italy","Total","Number",":"
"2010W22","Cyprus","Total","Number",":"
"2010W22","Latvia","Total","Number","577"
"2010W22","Lithuania","Total","Number","819"
"2010W22","Luxembourg","Total","Number","74"
"2010W22","Hungary","Total","Number","2,257"
"2010W22","Malta","Total","Number",":"
"2010W22","Netherlands","Total","Number","2,568"
"2010W22","Austria","Total","Number","1,455"
"2010W22","Poland","Total","Number","7,064"
"2010W22","Portugal","Total","Number","1,831"
"2010W22","Romania","Total","Number",":"
"2010W22","Slovenia","Total","Number","362"
"2010W22","Slovakia","Total","Number","973"
"2010W22","Finland","Total","Number","921"
"2010W22","Sweden","Total","Number","1,588"
"2010W22","Iceland","Total","Number","32"
"2010W22","Liechtenstein","Total","Number","5"
"2010W22","Norway","Total","Number","775"
"2010W22","Switzerland","Total","Number","1,120"
"2010W22","United Kingdom","Total","Number",":"
"2010W22","Montenegro","Total","Number","91"
"2010W22","Albania","Total","Number",":"
"2010W22","Serbia","Total","Number","1,902"
"2010W22","Andorra","Total","Number","3"
"2010W22","Armenia","Total","Number",":"
"2010W22","Georgia","Total","Number",":"
"2010W23","Belgium","Total","Number","1,882"
"2010W23","Bulgaria","Total","Number","2,107"
"2010W23","Czechia","Total","Number","2,183"
"2010W23","Denmark","Total","Number","950"
"2010W23","Germany (until 1990 former territory of the FRG)","Total","Number","15,919"
"2010W23","Estonia","Total","Number","293"
"2010W23","Ireland","Total","Number",":"
"2010W23","Greece","Total","Number",":"
"2010W23","Spain","Total","Number","6,475"
"2010W23","France","Total","Number",":"
"2010W23","Croatia","Total","Number","1,042"
"2010W23","Italy","Total","Number",":"
"2010W23","Cyprus","Total","Number",":"
"2010W23","Latvia","Total","Number","517"
"2010W23","Lithuania","Total","Number","771"
"2010W23","Luxembourg","Total","Number","65"
"2010W23","Hungary","Total","Number","2,774"
"2010W23","Malta","Total","Number",":"
"2010W23","Netherlands","Total","Number","2,503"
"2010W23","Austria","Total","Number","1,582"
"2010W23","Poland","Total","Number","8,001"
"2010W23","Portugal","Total","Number","1,654"
"2010W23","Romania","Total","Number",":"
"2010W23","Slovenia","Total","Number","385"
"2010W23","Slovakia","Total","Number","1,111"
"2010W23","Finland","Total","Number","899"
"2010W23","Sweden","Total","Number","1,574"
"2010W23","Iceland","Total","Number","44"
"2010W23","Liechtenstein","Total","Number","1"
"2010W23","Norway","Total","Number","710"
"2010W23","Switzerland","Total","Number","1,151"
"2010W23","United Kingdom","Total","Number",":"
"2010W23","Montenegro","Total","Number","144"
"2010W23","Albania","Total","Number",":"
"2010W23","Serbia","Total","Number","2,220"
"2010W23","Andorra","Total","Number","4"
"2010W23","Armenia","Total","Number",":"
"2010W23","Georgia","Total","Number",":"
"2010W24","Belgium","Total","Number","1,736"
"2010W24","Bulgaria","Total","Number","2,224"
"2010W24","Czechia","Total","Number","1,900"
"2010W24","Denmark","Total","Number","972"
"2010W24","Germany (until 1990 former territory of the FRG)","Total","Number","15,106"
"2010W24","Estonia","Total","Number","268"
"2010W24","Ireland","Total","Number",":"
"2010W24","Greece","Total","Number",":"
"2010W24","Spain","Total","Number","6,496"
"2010W24","France","Total","Number",":"
"2010W24","Croatia","Total","Number","1,014"
"2010W24","Italy","Total","Number",":"
"2010W24","Cyprus","Total","Number",":"
"2010W24","Latvia","Total","Number","571"
"2010W24","Lithuania","Total","Number","738"
"2010W24","Luxembourg","Total","Number","67"
"2010W24","Hungary","Total","Number","2,278"
"2010W24","Malta","Total","Number",":"
"2010W24","Netherlands","Total","Number","2,372"
"2010W24","Austria","Total","Number","1,326"
"2010W24","Poland","Total","Number","6,660"
"2010W24","Portugal","Total","Number","1,766"
"2010W24","Romania","Total","Number",":"
"2010W24","Slovenia","Total","Number","331"
"2010W24","Slovakia","Total","Number","911"
"2010W24","Finland","Total","Number","883"
"2010W24","Sweden","Total","Number","1,571"
"2010W24","Iceland","Total","Number","50"
"2010W24","Liechtenstein","Total","Number","4"
"2010W24","Norway","Total","Number","722"
"2010W24","Switzerland","Total","Number","1,089"
"2010W24","United Kingdom","Total","Number",":"
"2010W24","Montenegro","Total","Number","124"
"2010W24","Albania","Total","Number",":"
"2010W24","Serbia","Total","Number","2,069"
"2010W24","Andorra","Total","Number","6"
"2010W24","Armenia","Total","Number",":"
"2010W24","Georgia","Total","Number",":"
"2010W25","Belgium","Total","Number","1,961"
"2010W25","Bulgaria","Total","Number","1,753"
"2010W25","Czechia","Total","Number","1,914"
"2010W25","Denmark","Total","Number","995"
"2010W25","Germany (until 1990 former territory of the FRG)","Total","Number","15,514"
"2010W25","Estonia","Total","Number","293"
"2010W25","Ireland","Total","Number",":"
"2010W25","Greece","Total","Number",":"
"2010W25","Spain","Total","Number","6,808"
"2010W25","France","Total","Number",":"
"2010W25","Croatia","Total","Number","911"
"2010W25","Italy","Total","Number",":"
"2010W25","Cyprus","Total","Number",":"
"2010W25","Latvia","Total","Number","527"
"2010W25","Lithuania","Total","Number","772"
"2010W25","Luxembourg","Total","Number","78"
"2010W25","Hungary","Total","Number","2,146"
"2010W25","Malta","Total","Number",":"
"2010W25","Netherlands","Total","Number","2,534"
"2010W25","Austria","Total","Number","1,359"
"2010W25","Poland","Total","Number","6,759"
"2010W25","Portugal","Total","Number","1,804"
"2010W25","Romania","Total","Number",":"
"2010W25","Slovenia","Total","Number","315"
"2010W25","Slovakia","Total","Number","936"
"2010W25","Finland","Total","Number","959"
"2010W25","Sweden","Total","Number","1,615"
"2010W25","Iceland","Total","Number","22"
"2010W25","Liechtenstein","Total","Number","4"
"2010W25","Norway","Total","Number","710"
"2010W25","Switzerland","Total","Number","1,085"
"2010W25","United Kingdom","Total","Number",":"
"2010W25","Montenegro","Total","Number","100"
"2010W25","Albania","Total","Number",":"
"2010W25","Serbia","Total","Number","1,751"
"2010W25","Andorra","Total","Number","2"
"2010W25","Armenia","Total","Number",":"
"2010W25","Georgia","Total","Number",":"
"2010W26","Belgium","Total","Number","2,200"
"2010W26","Bulgaria","Total","Number","1,918"
"2010W26","Czechia","Total","Number","2,066"
"2010W26","Denmark","Total","Number","1,093"
"2010W26","Germany (until 1990 former territory of the FRG)","Total","Number","17,346"
"2010W26","Estonia","Total","Number","316"
"2010W26","Ireland","Total","Number",":"
"2010W26","Greece","Total","Number",":"
"2010W26","Spain","Total","Number","7,220"
"2010W26","France","Total","Number",":"
"2010W26","Croatia","Total","Number","1,063"
"2010W26","Italy","Total","Number",":"
"2010W26","Cyprus","Total","Number",":"
"2010W26","Latvia","Total","Number","580"
"2010W26","Lithuania","Total","Number","742"
"2010W26","Luxembourg","Total","Number","75"
"2010W26","Hungary","Total","Number","2,472"
"2010W26","Malta","Total","Number",":"
"2010W26","Netherlands","Total","Number","2,580"
"2010W26","Austria","Total","Number","1,509"
"2010W26","Poland","Total","Number","7,146"
"2010W26","Portugal","Total","Number","1,862"
"2010W26","Romania","Total","Number",":"
"2010W26","Slovenia","Total","Number","371"
"2010W26","Slovakia","Total","Number","1,069"
"2010W26","Finland","Total","Number","950"
"2010W26","Sweden","Total","Number","1,644"
"2010W26","Iceland","Total","Number","38"
"2010W26","Liechtenstein","Total","Number","4"
"2010W26","Norway","Total","Number","757"
"2010W26","Switzerland","Total","Number","1,154"
"2010W26","United Kingdom","Total","Number",":"
"2010W26","Montenegro","Total","Number","101"
"2010W26","Albania","Total","Number",":"
"2010W26","Serbia","Total","Number","1,945"
"2010W26","Andorra","Total","Number","4"
"2010W26","Armenia","Total","Number",":"
"2010W26","Georgia","Total","Number",":"
"2010W27","Belgium","Total","Number","2,063"
"2010W27","Bulgaria","Total","Number","1,887"
"2010W27","Czechia","Total","Number","1,969"
"2010W27","Denmark","Total","Number","955"
"2010W27","Germany (until 1990 former territory of the FRG)","Total","Number","16,982"
"2010W27","Estonia","Total","Number","326"
"2010W27","Ireland","Total","Number",":"
"2010W27","Greece","Total","Number",":"
"2010W27","Spain","Total","Number","7,355"
"2010W27","France","Total","Number",":"
"2010W27","Croatia","Total","Number","883"
"2010W27","Italy","Total","Number",":"
"2010W27","Cyprus","Total","Number",":"
"2010W27","Latvia","Total","Number","582"
"2010W27","Lithuania","Total","Number","798"
"2010W27","Luxembourg","Total","Number","63"
"2010W27","Hungary","Total","Number","2,282"
"2010W27","Malta","Total","Number",":"
"2010W27","Netherlands","Total","Number","2,651"
"2010W27","Austria","Total","Number","1,451"
"2010W27","Poland","Total","Number","6,917"
"2010W27","Portugal","Total","Number","2,215"
"2010W27","Romania","Total","Number",":"
"2010W27","Slovenia","Total","Number","351"
"2010W27","Slovakia","Total","Number","1,025"
"2010W27","Finland","Total","Number","950"
"2010W27","Sweden","Total","Number","1,635"
"2010W27","Iceland","Total","Number","33"
"2010W27","Liechtenstein","Total","Number","6"
"2010W27","Norway","Total","Number","737"
"2010W27","Switzerland","Total","Number","1,115"
"2010W27","United Kingdom","Total","Number",":"
"2010W27","Montenegro","Total","Number","109"
"2010W27","Albania","Total","Number",":"
"2010W27","Serbia","Total","Number","1,755"
"2010W27","Andorra","Total","Number","7"
"2010W27","Armenia","Total","Number",":"
"2010W27","Georgia","Total","Number",":"
"2010W28","Belgium","Total","Number","1,871"
"2010W28","Bulgaria","Total","Number","2,229"
"2010W28","Czechia","Total","Number","2,218"
"2010W28","Denmark","Total","Number","991"
"2010W28","Germany (until 1990 former territory of the FRG)","Total","Number","18,026"
"2010W28","Estonia","Total","Number","361"
"2010W28","Ireland","Total","Number",":"
"2010W28","Greece","Total","Number",":"
"2010W28","Spain","Total","Number","7,298"
"2010W28","France","Total","Number",":"
"2010W28","Croatia","Total","Number","1,164"
"2010W28","Italy","Total","Number",":"
"2010W28","Cyprus","Total","Number",":"
"2010W28","Latvia","Total","Number","714"
"2010W28","Lithuania","Total","Number","982"
"2010W28","Luxembourg","Total","Number","72"
"2010W28","Hungary","Total","Number","2,900"
"2010W28","Malta","Total","Number",":"
"2010W28","Netherlands","Total","Number","2,499"
"2010W28","Austria","Total","Number","1,673"
"2010W28","Poland","Total","Number","8,290"
"2010W28","Portugal","Total","Number","1,747"
"2010W28","Romania","Total","Number",":"
"2010W28","Slovenia","Total","Number","379"
"2010W28","Slovakia","Total","Number","1,203"
"2010W28","Finland","Total","Number","1,129"
"2010W28","Sweden","Total","Number","1,682"
"2010W28","Iceland","Total","Number","39"
"2010W28","Liechtenstein","Total","Number","5"
"2010W28","Norway","Total","Number","730"
"2010W28","Switzerland","Total","Number","1,133"
"2010W28","United Kingdom","Total","Number",":"
"2010W28","Montenegro","Total","Number","145"
"2010W28","Albania","Total","Number",":"
"2010W28","Serbia","Total","Number","2,168"
"2010W28","Andorra","Total","Number","6"
"2010W28","Armenia","Total","Number",":"
"2010W28","Georgia","Total","Number",":"
"2010W29","Belgium","Total","Number","1,842"
"2010W29","Bulgaria","Total","Number","2,154"
"2010W29","Czechia","Total","Number","1,958"
"2010W29","Denmark","Total","Number","980"
"2010W29","Germany (until 1990 former territory of the FRG)","Total","Number","15,543"
"2010W29","Estonia","Total","Number","285"
"2010W29","Ireland","Total","Number",":"
"2010W29","Greece","Total","Number",":"
"2010W29","Spain","Total","Number","6,888"
"2010W29","France","Total","Number",":"
"2010W29","Croatia","Total","Number","1,011"
"2010W29","Italy","Total","Number",":"
"2010W29","Cyprus","Total","Number",":"
"2010W29","Latvia","Total","Number","564"
"2010W29","Lithuania","Total","Number","873"
"2010W29","Luxembourg","Total","Number","74"
"2010W29","Hungary","Total","Number","2,510"
"2010W29","Malta","Total","Number",":"
"2010W29","Netherlands","Total","Number","2,446"
"2010W29","Austria","Total","Number","1,373"
"2010W29","Poland","Total","Number","7,145"
"2010W29","Portugal","Total","Number","1,736"
"2010W29","Romania","Total","Number",":"
"2010W29","Slovenia","Total","Number","340"
"2010W29","Slovakia","Total","Number","1,048"
"2010W29","Finland","Total","Number","945"
"2010W29","Sweden","Total","Number","1,602"
"2010W29","Iceland","Total","Number","38"
"2010W29","Liechtenstein","Total","Number","5"
"2010W29","Norway","Total","Number","734"
"2010W29","Switzerland","Total","Number","1,060"
"2010W29","United Kingdom","Total","Number",":"
"2010W29","Montenegro","Total","Number","111"
"2010W29","Albania","Total","Number",":"
"2010W29","Serbia","Total","Number","1,979"
"2010W29","Andorra","Total","Number","6"
"2010W29","Armenia","Total","Number",":"
"2010W29","Georgia","Total","Number",":"
"2010W30","Belgium","Total","Number","1,752"
"2010W30","Bulgaria","Total","Number","1,845"
"2010W30","Czechia","Total","Number","1,813"
"2010W30","Denmark","Total","Number","977"
"2010W30","Germany (until 1990 former territory of the FRG)","Total","Number","14,864"
"2010W30","Estonia","Total","Number","250"
"2010W30","Ireland","Total","Number",":"
"2010W30","Greece","Total","Number",":"
"2010W30","Spain","Total","Number","6,648"
"2010W30","France","Total","Number",":"
"2010W30","Croatia","Total","Number","860"
"2010W30","Italy","Total","Number",":"
"2010W30","Cyprus","Total","Number",":"
"2010W30","Latvia","Total","Number","512"
"2010W30","Lithuania","Total","Number","736"
"2010W30","Luxembourg","Total","Number","66"
"2010W30","Hungary","Total","Number","2,225"
"2010W30","Malta","Total","Number",":"
"2010W30","Netherlands","Total","Number","2,314"
"2010W30","Austria","Total","Number","1,327"
"2010W30","Poland","Total","Number","6,323"
"2010W30","Portugal","Total","Number","2,174"
"2010W30","Romania","Total","Number",":"
"2010W30","Slovenia","Total","Number","314"
"2010W30","Slovakia","Total","Number","947"
"2010W30","Finland","Total","Number","914"
"2010W30","Sweden","Total","Number","1,600"
"2010W30","Iceland","Total","Number","36"
"2010W30","Liechtenstein","Total","Number","8"
"2010W30","Norway","Total","Number","740"
"2010W30","Switzerland","Total","Number","1,111"
"2010W30","United Kingdom","Total","Number",":"
"2010W30","Montenegro","Total","Number","100"
"2010W30","Albania","Total","Number",":"
"2010W30","Serbia","Total","Number","1,710"
"2010W30","Andorra","Total","Number","7"
"2010W30","Armenia","Total","Number",":"
"2010W30","Georgia","Total","Number",":"
"2010W31","Belgium","Total","Number","1,785"
"2010W31","Bulgaria","Total","Number","2,156"
"2010W31","Czechia","Total","Number","1,879"
"2010W31","Denmark","Total","Number","978"
"2010W31","Germany (until 1990 former territory of the FRG)","Total","Number","15,097"
"2010W31","Estonia","Total","Number","262"
"2010W31","Ireland","Total","Number",":"
"2010W31","Greece","Total","Number",":"
"2010W31","Spain","Total","Number","6,651"
"2010W31","France","Total","Number",":"
"2010W31","Croatia","Total","Number","919"
"2010W31","Italy","Total","Number",":"
"2010W31","Cyprus","Total","Number",":"
"2010W31","Latvia","Total","Number","492"
"2010W31","Lithuania","Total","Number","741"
"2010W31","Luxembourg","Total","Number","59"
"2010W31","Hungary","Total","Number","2,215"
"2010W31","Malta","Total","Number",":"
"2010W31","Netherlands","Total","Number","2,287"
"2010W31","Austria","Total","Number","1,342"
"2010W31","Poland","Total","Number","6,710"
"2010W31","Portugal","Total","Number","1,989"
"2010W31","Romania","Total","Number",":"
"2010W31","Slovenia","Total","Number","323"
"2010W31","Slovakia","Total","Number","940"
"2010W31","Finland","Total","Number","954"
"2010W31","Sweden","Total","Number","1,583"
"2010W31","Iceland","Total","Number","40"
"2010W31","Liechtenstein","Total","Number","7"
"2010W31","Norway","Total","Number","712"
"2010W31","Switzerland","Total","Number","1,112"
"2010W31","United Kingdom","Total","Number",":"
"2010W31","Montenegro","Total","Number","90"
"2010W31","Albania","Total","Number",":"
"2010W31","Serbia","Total","Number","1,739"
"2010W31","Andorra","Total","Number","5"
"2010W31","Armenia","Total","Number",":"
"2010W31","Georgia","Total","Number",":"
"2010W32","Belgium","Total","Number","1,816"
"2010W32","Bulgaria","Total","Number","2,194"
"2010W32","Czechia","Total","Number","1,989"
"2010W32","Denmark","Total","Number","994"
"2010W32","Germany (until 1990 former territory of the FRG)","Total","Number","15,406"
"2010W32","Estonia","Total","Number","287"
"2010W32","Ireland","Total","Number",":"
"2010W32","Greece","Total","Number",":"
"2010W32","Spain","Total","Number","6,752"
"2010W32","France","Total","Number",":"
"2010W32","Croatia","Total","Number","953"
"2010W32","Italy","Total","Number",":"
"2010W32","Cyprus","Total","Number",":"
"2010W32","Latvia","Total","Number","492"
"2010W32","Lithuania","Total","Number","762"
"2010W32","Luxembourg","Total","Number","70"
"2010W32","Hungary","Total","Number","2,344"
"2010W32","Malta","Total","Number",":"
"2010W32","Netherlands","Total","Number","2,381"
"2010W32","Austria","Total","Number","1,422"
"2010W32","Poland","Total","Number","6,996"
"2010W32","Portugal","Total","Number","2,011"
"2010W32","Romania","Total","Number",":"
"2010W32","Slovenia","Total","Number","335"
"2010W32","Slovakia","Total","Number","1,003"
"2010W32","Finland","Total","Number","959"
"2010W32","Sweden","Total","Number","1,573"
"2010W32","Iceland","Total","Number","48"
"2010W32","Liechtenstein","Total","Number","4"
"2010W32","Norway","Total","Number","772"
"2010W32","Switzerland","Total","Number","1,096"
"2010W32","United Kingdom","Total","Number",":"
"2010W32","Montenegro","Total","Number","106"
"2010W32","Albania","Total","Number",":"
"2010W32","Serbia","Total","Number","1,948"
"2010W32","Andorra","Total","Number","4"
"2010W32","Armenia","Total","Number",":"
"2010W32","Georgia","Total","Number",":"
"2010W33","Belgium","Total","Number","1,853"
"2010W33","Bulgaria","Total","Number","2,063"
"2010W33","Czechia","Total","Number","1,944"
"2010W33","Denmark","Total","Number","940"
"2010W33","Germany (until 1990 former territory of the FRG)","Total","Number","15,362"
"2010W33","Estonia","Total","Number","287"
"2010W33","Ireland","Total","Number",":"
"2010W33","Greece","Total","Number",":"
"2010W33","Spain","Total","Number","6,545"
"2010W33","France","Total","Number",":"
"2010W33","Croatia","Total","Number","911"
"2010W33","Italy","Total","Number",":"
"2010W33","Cyprus","Total","Number",":"
"2010W33","Latvia","Total","Number","516"
"2010W33","Lithuania","Total","Number","748"
"2010W33","Luxembourg","Total","Number","66"
"2010W33","Hungary","Total","Number","2,252"
"2010W33","Malta","Total","Number",":"
"2010W33","Netherlands","Total","Number","2,466"
"2010W33","Austria","Total","Number","1,369"
