"TIME","GEO","SEX","UNIT","Value"
"2015W22","Austria","Total","Number","1,304"
"2015W22","Poland","Total","Number","7,015"
"2015W22","Portugal","Total","Number","1,950"
"2015W22","Romania","Total","Number","4,306"
"2015W22","Slovenia","Total","Number","333"
"2015W22","Slovakia","Total","Number","926"
"2015W22","Finland","Total","Number","947"
"2015W22","Sweden","Total","Number","1,627"
"2015W22","Iceland","Total","Number","39"
"2015W22","Liechtenstein","Total","Number","3"
"2015W22","Norway","Total","Number","716"
"2015W22","Switzerland","Total","Number","1,099"
"2015W22","United Kingdom","Total","Number","9,495"
"2015W22","Montenegro","Total","Number","114"
"2015W22","Albania","Total","Number","352"
"2015W22","Serbia","Total","Number","1,719"
"2015W22","Andorra","Total","Number","8"
"2015W22","Armenia","Total","Number","469"
"2015W22","Georgia","Total","Number","921"
"2015W23","Belgium","Total","Number","1,942"
"2015W23","Bulgaria","Total","Number","1,969"
"2015W23","Czechia","Total","Number","1,995"
"2015W23","Denmark","Total","Number","959"
"2015W23","Germany (until 1990 former territory of the FRG)","Total","Number","16,777"
"2015W23","Estonia","Total","Number","289"
"2015W23","Ireland","Total","Number",":"
"2015W23","Greece","Total","Number","2,090"
"2015W23","Spain","Total","Number","7,364"
"2015W23","France","Total","Number","10,643"
"2015W23","Croatia","Total","Number","998"
"2015W23","Italy","Total","Number","12,060"
"2015W23","Cyprus","Total","Number","93"
"2015W23","Latvia","Total","Number","521"
"2015W23","Lithuania","Total","Number","850"
"2015W23","Luxembourg","Total","Number","71"
"2015W23","Hungary","Total","Number","2,434"
"2015W23","Malta","Total","Number","61"
"2015W23","Netherlands","Total","Number","2,595"
"2015W23","Austria","Total","Number","1,437"
"2015W23","Poland","Total","Number","7,387"
"2015W23","Portugal","Total","Number","1,847"
"2015W23","Romania","Total","Number","4,913"
"2015W23","Slovenia","Total","Number","364"
"2015W23","Slovakia","Total","Number","1,017"
"2015W23","Finland","Total","Number","908"
"2015W23","Sweden","Total","Number","1,617"
"2015W23","Iceland","Total","Number","37"
"2015W23","Liechtenstein","Total","Number","8"
"2015W23","Norway","Total","Number","758"
"2015W23","Switzerland","Total","Number","1,171"
"2015W23","United Kingdom","Total","Number","11,576"
"2015W23","Montenegro","Total","Number","125"
"2015W23","Albania","Total","Number","396"
"2015W23","Serbia","Total","Number","1,994"
"2015W23","Andorra","Total","Number","2"
"2015W23","Armenia","Total","Number","558"
"2015W23","Georgia","Total","Number","867"
"2015W24","Belgium","Total","Number","2,003"
"2015W24","Bulgaria","Total","Number","1,980"
"2015W24","Czechia","Total","Number","1,886"
"2015W24","Denmark","Total","Number","1,017"
"2015W24","Germany (until 1990 former territory of the FRG)","Total","Number","16,272"
"2015W24","Estonia","Total","Number","267"
"2015W24","Ireland","Total","Number",":"
"2015W24","Greece","Total","Number","2,107"
"2015W24","Spain","Total","Number","7,152"
"2015W24","France","Total","Number","10,385"
"2015W24","Croatia","Total","Number","1,000"
"2015W24","Italy","Total","Number","11,447"
"2015W24","Cyprus","Total","Number","103"
"2015W24","Latvia","Total","Number","459"
"2015W24","Lithuania","Total","Number","740"
"2015W24","Luxembourg","Total","Number","65"
"2015W24","Hungary","Total","Number","2,298"
"2015W24","Malta","Total","Number","66"
"2015W24","Netherlands","Total","Number","2,680"
"2015W24","Austria","Total","Number","1,502"
"2015W24","Poland","Total","Number","7,076"
"2015W24","Portugal","Total","Number","1,799"
"2015W24","Romania","Total","Number","4,682"
"2015W24","Slovenia","Total","Number","325"
"2015W24","Slovakia","Total","Number","1,004"
"2015W24","Finland","Total","Number","928"
"2015W24","Sweden","Total","Number","1,609"
"2015W24","Iceland","Total","Number","41"
"2015W24","Liechtenstein","Total","Number","4"
"2015W24","Norway","Total","Number","746"
"2015W24","Switzerland","Total","Number","1,169"
"2015W24","United Kingdom","Total","Number","10,823"
"2015W24","Montenegro","Total","Number","116"
"2015W24","Albania","Total","Number","349"
"2015W24","Serbia","Total","Number","1,857"
"2015W24","Andorra","Total","Number","1"
"2015W24","Armenia","Total","Number","517"
"2015W24","Georgia","Total","Number","864"
"2015W25","Belgium","Total","Number","1,900"
"2015W25","Bulgaria","Total","Number","1,904"
"2015W25","Czechia","Total","Number","1,761"
"2015W25","Denmark","Total","Number","913"
"2015W25","Germany (until 1990 former territory of the FRG)","Total","Number","15,619"
"2015W25","Estonia","Total","Number","285"
"2015W25","Ireland","Total","Number",":"
"2015W25","Greece","Total","Number","2,235"
"2015W25","Spain","Total","Number","6,956"
"2015W25","France","Total","Number","10,095"
"2015W25","Croatia","Total","Number","875"
"2015W25","Italy","Total","Number","10,591"
"2015W25","Cyprus","Total","Number","98"
"2015W25","Latvia","Total","Number","549"
"2015W25","Lithuania","Total","Number","749"
"2015W25","Luxembourg","Total","Number","76"
"2015W25","Hungary","Total","Number","2,067"
"2015W25","Malta","Total","Number","50"
"2015W25","Netherlands","Total","Number","2,559"
"2015W25","Austria","Total","Number","1,285"
"2015W25","Poland","Total","Number","6,737"
"2015W25","Portugal","Total","Number","1,845"
"2015W25","Romania","Total","Number","4,410"
"2015W25","Slovenia","Total","Number","323"
"2015W25","Slovakia","Total","Number","910"
"2015W25","Finland","Total","Number","987"
"2015W25","Sweden","Total","Number","1,592"
"2015W25","Iceland","Total","Number","32"
"2015W25","Liechtenstein","Total","Number","4"
"2015W25","Norway","Total","Number","712"
"2015W25","Switzerland","Total","Number","1,100"
"2015W25","United Kingdom","Total","Number","10,613"
"2015W25","Montenegro","Total","Number","89"
"2015W25","Albania","Total","Number","373"
"2015W25","Serbia","Total","Number","1,679"
"2015W25","Andorra","Total","Number","3"
"2015W25","Armenia","Total","Number","523"
"2015W25","Georgia","Total","Number","865"
"2015W26","Belgium","Total","Number","1,888"
"2015W26","Bulgaria","Total","Number","1,838"
"2015W26","Czechia","Total","Number","1,890"
"2015W26","Denmark","Total","Number","897"
"2015W26","Germany (until 1990 former territory of the FRG)","Total","Number","16,152"
"2015W26","Estonia","Total","Number","239"
"2015W26","Ireland","Total","Number",":"
"2015W26","Greece","Total","Number","1,922"
"2015W26","Spain","Total","Number","7,111"
"2015W26","France","Total","Number","10,409"
"2015W26","Croatia","Total","Number","880"
"2015W26","Italy","Total","Number","10,808"
"2015W26","Cyprus","Total","Number","117"
"2015W26","Latvia","Total","Number","523"
"2015W26","Lithuania","Total","Number","691"
"2015W26","Luxembourg","Total","Number","54"
"2015W26","Hungary","Total","Number","2,141"
"2015W26","Malta","Total","Number","50"
"2015W26","Netherlands","Total","Number","2,547"
"2015W26","Austria","Total","Number","1,374"
"2015W26","Poland","Total","Number","6,781"
"2015W26","Portugal","Total","Number","1,727"
"2015W26","Romania","Total","Number","4,283"
"2015W26","Slovenia","Total","Number","310"
"2015W26","Slovakia","Total","Number","911"
"2015W26","Finland","Total","Number","923"
"2015W26","Sweden","Total","Number","1,525"
"2015W26","Iceland","Total","Number","32"
"2015W26","Liechtenstein","Total","Number","3"
"2015W26","Norway","Total","Number","752"
"2015W26","Switzerland","Total","Number","1,197"
"2015W26","United Kingdom","Total","Number","10,488"
"2015W26","Montenegro","Total","Number","89"
"2015W26","Albania","Total","Number","347"
"2015W26","Serbia","Total","Number","1,715"
"2015W26","Andorra","Total","Number","8"
"2015W26","Armenia","Total","Number","504"
"2015W26","Georgia","Total","Number","894"
"2015W27","Belgium","Total","Number","2,301"
"2015W27","Bulgaria","Total","Number","1,825"
"2015W27","Czechia","Total","Number","2,050"
"2015W27","Denmark","Total","Number","942"
"2015W27","Germany (until 1990 former territory of the FRG)","Total","Number","19,252"
"2015W27","Estonia","Total","Number","277"
"2015W27","Ireland","Total","Number",":"
"2015W27","Greece","Total","Number","1,917"
"2015W27","Spain","Total","Number","8,146"
"2015W27","France","Total","Number","11,412"
"2015W27","Croatia","Total","Number","996"
"2015W27","Italy","Total","Number","11,819"
"2015W27","Cyprus","Total","Number","81"
"2015W27","Latvia","Total","Number","584"
"2015W27","Lithuania","Total","Number","827"
"2015W27","Luxembourg","Total","Number","87"
"2015W27","Hungary","Total","Number","2,383"
"2015W27","Malta","Total","Number","53"
"2015W27","Netherlands","Total","Number","2,848"
"2015W27","Austria","Total","Number","1,487"
"2015W27","Poland","Total","Number","7,360"
"2015W27","Portugal","Total","Number","1,697"
"2015W27","Romania","Total","Number","4,434"
"2015W27","Slovenia","Total","Number","384"
"2015W27","Slovakia","Total","Number","1,007"
"2015W27","Finland","Total","Number","1,016"
"2015W27","Sweden","Total","Number","1,674"
"2015W27","Iceland","Total","Number","42"
"2015W27","Liechtenstein","Total","Number","4"
"2015W27","Norway","Total","Number","721"
"2015W27","Switzerland","Total","Number","1,295"
"2015W27","United Kingdom","Total","Number","10,514"
"2015W27","Montenegro","Total","Number","102"
"2015W27","Albania","Total","Number","363"
"2015W27","Serbia","Total","Number","1,817"
"2015W27","Andorra","Total","Number","8"
"2015W27","Armenia","Total","Number","468"
"2015W27","Georgia","Total","Number","793"
"2015W28","Belgium","Total","Number","1,908"
"2015W28","Bulgaria","Total","Number","2,028"
"2015W28","Czechia","Total","Number","2,139"
"2015W28","Denmark","Total","Number","951"
"2015W28","Germany (until 1990 former territory of the FRG)","Total","Number","17,361"
"2015W28","Estonia","Total","Number","250"
"2015W28","Ireland","Total","Number",":"
"2015W28","Greece","Total","Number","2,271"
"2015W28","Spain","Total","Number","8,351"
"2015W28","France","Total","Number","10,548"
"2015W28","Croatia","Total","Number","1,010"
"2015W28","Italy","Total","Number","13,269"
"2015W28","Cyprus","Total","Number","101"
"2015W28","Latvia","Total","Number","487"
"2015W28","Lithuania","Total","Number","762"
"2015W28","Luxembourg","Total","Number","88"
"2015W28","Hungary","Total","Number","2,491"
"2015W28","Malta","Total","Number","58"
"2015W28","Netherlands","Total","Number","2,587"
"2015W28","Austria","Total","Number","1,476"
"2015W28","Poland","Total","Number","7,029"
"2015W28","Portugal","Total","Number","1,805"
"2015W28","Romania","Total","Number","4,604"
"2015W28","Slovenia","Total","Number","377"
"2015W28","Slovakia","Total","Number","1,006"
"2015W28","Finland","Total","Number","885"
"2015W28","Sweden","Total","Number","1,560"
"2015W28","Iceland","Total","Number","35"
"2015W28","Liechtenstein","Total","Number","5"
"2015W28","Norway","Total","Number","693"
"2015W28","Switzerland","Total","Number","1,358"
"2015W28","United Kingdom","Total","Number","10,255"
"2015W28","Montenegro","Total","Number","136"
"2015W28","Albania","Total","Number","368"
"2015W28","Serbia","Total","Number","1,953"
"2015W28","Andorra","Total","Number","10"
"2015W28","Armenia","Total","Number","498"
"2015W28","Georgia","Total","Number","837"
"2015W29","Belgium","Total","Number","1,797"
"2015W29","Bulgaria","Total","Number","1,900"
"2015W29","Czechia","Total","Number","1,943"
"2015W29","Denmark","Total","Number","917"
"2015W29","Germany (until 1990 former territory of the FRG)","Total","Number","16,447"
"2015W29","Estonia","Total","Number","236"
"2015W29","Ireland","Total","Number",":"
"2015W29","Greece","Total","Number","2,197"
"2015W29","Spain","Total","Number","8,164"
"2015W29","France","Total","Number","10,410"
"2015W29","Croatia","Total","Number","1,049"
"2015W29","Italy","Total","Number","13,303"
"2015W29","Cyprus","Total","Number","112"
"2015W29","Latvia","Total","Number","525"
"2015W29","Lithuania","Total","Number","689"
"2015W29","Luxembourg","Total","Number","69"
"2015W29","Hungary","Total","Number","2,358"
"2015W29","Malta","Total","Number","48"
"2015W29","Netherlands","Total","Number","2,567"
"2015W29","Austria","Total","Number","1,475"
"2015W29","Poland","Total","Number","6,858"
"2015W29","Portugal","Total","Number","1,790"
"2015W29","Romania","Total","Number","4,416"
"2015W29","Slovenia","Total","Number","381"
"2015W29","Slovakia","Total","Number","920"
"2015W29","Finland","Total","Number","903"
"2015W29","Sweden","Total","Number","1,529"
"2015W29","Iceland","Total","Number","33"
"2015W29","Liechtenstein","Total","Number","3"
"2015W29","Norway","Total","Number","722"
"2015W29","Switzerland","Total","Number","1,295"
"2015W29","United Kingdom","Total","Number","9,990"
"2015W29","Montenegro","Total","Number","118"
"2015W29","Albania","Total","Number","419"
"2015W29","Serbia","Total","Number","1,938"
"2015W29","Andorra","Total","Number","4"
"2015W29","Armenia","Total","Number","544"
"2015W29","Georgia","Total","Number","837"
"2015W30","Belgium","Total","Number","1,740"
"2015W30","Bulgaria","Total","Number","2,101"
"2015W30","Czechia","Total","Number","2,109"
"2015W30","Denmark","Total","Number","951"
"2015W30","Germany (until 1990 former territory of the FRG)","Total","Number","16,272"
"2015W30","Estonia","Total","Number","238"
"2015W30","Ireland","Total","Number",":"
"2015W30","Greece","Total","Number","2,443"
"2015W30","Spain","Total","Number","7,798"
"2015W30","France","Total","Number","10,163"
"2015W30","Croatia","Total","Number","1,230"
"2015W30","Italy","Total","Number","14,555"
"2015W30","Cyprus","Total","Number","116"
"2015W30","Latvia","Total","Number","508"
"2015W30","Lithuania","Total","Number","723"
"2015W30","Luxembourg","Total","Number","57"
"2015W30","Hungary","Total","Number","2,625"
"2015W30","Malta","Total","Number","68"
"2015W30","Netherlands","Total","Number","2,548"
"2015W30","Austria","Total","Number","1,633"
"2015W30","Poland","Total","Number","7,016"
"2015W30","Portugal","Total","Number","1,751"
"2015W30","Romania","Total","Number","4,997"
"2015W30","Slovenia","Total","Number","393"
"2015W30","Slovakia","Total","Number","1,131"
"2015W30","Finland","Total","Number","902"
"2015W30","Sweden","Total","Number","1,538"
"2015W30","Iceland","Total","Number","56"
"2015W30","Liechtenstein","Total","Number","7"
"2015W30","Norway","Total","Number","669"
"2015W30","Switzerland","Total","Number","1,174"
"2015W30","United Kingdom","Total","Number","9,978"
"2015W30","Montenegro","Total","Number","158"
"2015W30","Albania","Total","Number","601"
"2015W30","Serbia","Total","Number","2,203"
"2015W30","Andorra","Total","Number","5"
"2015W30","Armenia","Total","Number","416"
"2015W30","Georgia","Total","Number","851"
"2015W31","Belgium","Total","Number","1,777"
"2015W31","Bulgaria","Total","Number","2,138"
"2015W31","Czechia","Total","Number","1,886"
"2015W31","Denmark","Total","Number","947"
"2015W31","Germany (until 1990 former territory of the FRG)","Total","Number","15,432"
"2015W31","Estonia","Total","Number","259"
"2015W31","Ireland","Total","Number",":"
"2015W31","Greece","Total","Number","2,479"
"2015W31","Spain","Total","Number","7,349"
"2015W31","France","Total","Number","9,947"
"2015W31","Croatia","Total","Number","918"
"2015W31","Italy","Total","Number","12,009"
"2015W31","Cyprus","Total","Number","111"
"2015W31","Latvia","Total","Number","494"
"2015W31","Lithuania","Total","Number","727"
"2015W31","Luxembourg","Total","Number","73"
"2015W31","Hungary","Total","Number","2,020"
"2015W31","Malta","Total","Number","65"
"2015W31","Netherlands","Total","Number","2,490"
